id_anime;nom_anime;note_anime;membres_anime;id_genre;id_type
17933;Pyuu to Fuku! Jaguar;6.78;312;46;4
26019;Rokujouma no Shinryakusha!?;6.78;3280;46;5
25285;Seirei Tsukai no Blade Dance Specials;6.78;14392;43;5
2033;Tamala 2010: A Punk Cat in Space;6.78;3343;46;1
23439;Toki wa Meguru: Tokyo Station;6.78;2862;75;3
8230;True Tears Epilogue;6.78;8053;49;2
3761;Wanwan Sanjuushi;6.78;1277;44;6
2032;Wellber no Monogatari: Sisters of Wellber;6.78;5605;43;6
1533;Ai Tenshi Densetsu Wedding Peach;6.77;12536;44;6
23627;Aoki Hagane no Arpeggio: Ars Nova - Kirikumas;6.77;2913;46;5
33046;B-Project: Kodou＊Ambitious;6.77;17506;63;6
1669;Bakuten Shoot Beyblade 2002;6.77;27959;43;6
1136;Betterman;6.77;8037;43;6
2495;Chance Triangle Session;6.77;3005;49;6
4503;Choujikuu Kidan Southern Cross;6.77;3855;43;6
8367;Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha;6.77;878;46;1
2650;Doraemon Movie: Boku, Momotarou no Nanna no Sa;6.77;591;44;1
7436;Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito;6.77;733;43;1
2953;Egao;6.77;8814;63;2
13731;Eureka Seven: New Order;6.77;5900;44;5
7307;Gegege no Kitarou (1985);6.77;573;46;6
3481;Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu;6.77;1179;43;1
9515;Highschool of the Dead: Drifters of the Dead;6.77;140501;46;4
2050;Honoo no Tenkousei;6.77;2688;43;4
1409;IGPX: Immortal Grand Prix;6.77;2392;61;6
5333;Ikkitousen: Great Guardians Specials;6.77;12064;46;5
2565;Jungle Taitei: Susume Leo!;6.77;986;44;6
12991;Katte ni Kaizou Specials;6.77;1736;46;5
148;Kita e.: Diamond Dust Drops;6.77;5736;49;6
16756;Kuiba: Zhi Shiwanhuoji;6.77;487;43;1
2980;Kuusou Kagaku Sekai Gulliver Boy;6.77;534;43;6
4320;Lupin III: Green vs. Red;6.77;3769;43;4
2039;Mahou no Yousei Persia;6.77;990;46;6
17743;Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!;6.77;10133;44;5
8245;Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze;6.77;1779;44;1
9581;MM! Specials;6.77;21462;46;5
26351;Nagato Yuki-chan no Shoushitsu;6.77;62601;46;6
5865;Nanaka 6/17 Special;6.77;1229;46;5
615;Nurse Witch Komugi-chan Magikarte;6.77;9895;46;4
3827;Ore wa Teppei;6.77;532;43;6
1182;Shamanic Princess;6.77;6588;43;4
23209;Sora no Method;6.77;47900;49;6
28063;Sword Art Online II: Sword Art Offline II;6.77;19677;46;5
15125;Teekyuu;6.77;30291;46;6
10005;Tetsujin 28-gou: Hakuchuu no Zangetsu;6.77;404;43;1
1822;The Hakkenden;6.77;4085;43;4
473;Tide-Line Blue;6.77;4670;43;6
4467;Universe;6.77;1275;51;2
20267;Wooser no Sono Higurashi: Kakusei-hen;6.77;4334;46;6
29017;Wooser no Sono Higurashi: Mugen-hen;6.77;2810;46;6
11755;009 Re:Cyborg;6.76;8307;43;1
27911;Anime de Wakaru Shinryounaika;6.76;21416;46;3
7805;Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai;6.76;28032;46;3
5002;Bari Bari Densetsu;6.76;385;43;4
1962;Chikyuu Bouei Kazoku;6.76;726;43;6
14827;D.C.III: Da Capo III;6.76;16219;49;6
4712;Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!;6.76;4327;43;5
6714;Dragon Ball Z: Atsumare! Gokuu World;6.76;10044;43;4
13263;Fate/Zero: Onegai! Einzbern Soudanshitsu;6.76;19326;46;5
2319;Freedom Previsited;6.76;1990;43;4
259;Happy☆Lesson;6.76;8067;46;4
2224;Hikari no Densetsu;6.76;2028;63;6
6008;Jewelpet;6.76;4197;51;6
1660;Kurogane Communication;6.76;2928;43;6
2911;Kyoushirou to Towa no Sora Specials;6.76;3946;49;5
2038;Mahou no Star Magical Emi;6.76;1783;46;6
4052;Medarot Damashii;6.76;9590;43;6
17655;Mobile Suit Gundam AGE: Memory of Eden;6.76;2405;43;4
6736;Mouryou no Hako Special;6.76;4733;64;5
33075;Musaigen no Phantom World Special;6.76;14168;43;5
10936;Nekogami Yaoyorozu: Ohanami Ghostbusters;6.76;2515;46;4
8783;Nezha Nao Hai;6.76;255;58;1
24991;No Game No Life Specials;6.76;58997;50;5
24705;Ore, Twintail ni Narimasu.;6.76;66868;43;6
2615;Otome wa Boku ni Koishiteru Special;6.76;9347;46;5
3366;Persona: Trinity Soul;6.76;48744;43;6
16718;SKET Dance: SD Character Flash Anime;6.76;2017;46;3
1742;Souryuuden;6.76;1408;49;4
2619;Spider Riders: Oracle no Yuusha-tachi;6.76;3605;43;6
12699;Tales of Gekijou;6.76;2853;46;5
33811;Teekyuu 8;6.76;3961;46;6
17233;The House;6.76;242;49;1
3008;Time Bokan Series: Yatterman;6.76;2930;44;6
7591;Tono to Issho;6.76;2888;46;4
6129;Umi Monogatari: Anata ga Ite Kureta Koto;6.76;14696;49;6
31521;Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete;6.76;3437;68;5
3077;Warau Salesman;6.76;711;46;6
1718;Winter Garden;6.76;5398;49;5
315;Xiao Qian;6.76;1823;43;1
298;.hack//Tasogare no Udewa Densetsu;6.75;47679;44;6
2221;Aishite Knight;6.75;3746;46;6
8950;Akage no Anne: Green Gables e no Michi;6.75;1218;44;1
9706;Canaan: Minorikawa Report 201X Shanghai;6.75;5516;43;5
1149;Choujuushin Gravion Zwei;6.75;5808;44;6
987;Dragon Ball GT: Goku Gaiden! Yuuki no Akashi wa Suushinchuu;6.75;32853;43;5
504;Fatal Fury: The Motion Picture;6.75;7101;43;1
23499;Gakumon!: Ookami Shoujo wa Kujikenai;6.75;1477;46;3
11268;Ganso Tensai Bakabon;6.75;288;46;6
7285;Ginga Tetsudou 999: Diamond Ring no Kanata e;6.75;745;44;1
29853;Girls und Panzer Heartful Tank Disc: Fushou - Akiyama Yukari no Sensha Kouza;6.75;1457;62;5
1706;Gun Frontier;6.75;4732;43;6
15729;Hagure Yuusha no Aesthetica: Hajirai Ippai;6.75;19407;46;5
1466;Hakugei Densetsu;6.75;1387;44;6
1848;Haou Taikei Ryuu Knight;6.75;1591;43;6
8507;Ikkitousen: Xtreme Xecutor Specials;6.75;8568;46;5
6087;Jetter Mars;6.75;382;43;6
3464;Kemeko Deluxe!;6.75;26991;43;6
5305;Koihime†Musou OVA;6.75;7747;46;4
16906;Line Offline: Salaryman;6.75;1190;46;6
1445;Mach GoGoGo;6.75;6253;44;6
2272;Mahou no Princess Minky Momo: Yume no Naka no Rondo;6.75;658;59;4
3388;Majokko Megu-chan;6.75;1139;59;6
4782;Mama wa Poyopoyo Saurus ga Osuki;6.75;348;46;6
776;Nanaka 6/17;6.75;5702;46;6
24075;Persona 4 the Golden Animation;6.75;39165;44;6
21569;Pokemon XY: Hakai no Mayu to Diancie;6.75;9290;44;1
3265;Princess Tutu Recaps;6.75;3999;46;5
28619;Ranpo Kitan: Game of Laplace;6.75;66777;64;6
21033;Seikoku no Dragonar;6.75;83068;46;6
679;Shadow Skill (1996);6.75;3210;44;4
4173;Shigofumi Picture Drama;6.75;2804;46;5
5742;Space Cobra Pilot;6.75;873;43;5
421;Stratos 4;6.75;6909;46;6
11685;Takarajima Memorial: Yuunagi to Yobareta Otoko;6.74;536;44;4
928;Transformers Galaxy Force;6.75;2790;44;6
12935;Utakata Hanabi;6.75;1375;63;2
347;Wild Arms: Twilight Venom;6.75;4750;43;6
17341;Yama no Susume: Kabette Kowakunai no?;6.75;7878;46;5
299;.hack//Liminality;6.74;24304;52;4
2467;3 Choume no Tama: Uchi no Tama Shirimasenka?;6.74;967;44;6
1998;Amazing Nuts!;6.74;6650;44;2
4197;Blue Dragon: Tenkai no Shichi Ryuu;6.74;6667;44;6
1194;Coyote Ragtime Show;6.74;13036;43;6
5618;Dokonjou Gaeru;6.74;378;46;6
2644;Doraemon: Treasure of the Shinugumi Mountain;6.74;405;44;5
5016;Fluximation;6.74;2240;63;2
10172;Freezing Specials;6.74;28125;43;5
782;Gasaraki;6.74;10770;49;6
1019;Honoo no Mirage;6.74;12835;43;6
3503;Kanokon;6.74;122288;46;6
6791;Kanokon: Manatsu no Dai Shanikusai;6.74;25804;50;4
28207;Ketsuekigata-kun! 2;6.74;2265;46;6
6975;Koro no Dai Sanpo;6.74;1055;44;5
3866;Kuro ga Ita Natsu;6.74;344;49;1
1070;Love Get Chu;6.74;5725;46;6
32730;Love Live! x Watering KissMint Collaboration CM;6.73;1729;63;5
7090;Madou King Granzort: Saigo no Magical Taisen;6.74;214;43;4
6779;Pokonyan!;6.74;314;46;6
25117;Ryuugajou Nanana no Maizoukin (TV) Specials;6.74;3689;46;5
10156;Sacred Seven;6.74;47136;43;6
14515;Sasami-san@Ganbaranai;6.74;55635;46;6
6068;Sensei no Ojikan: Doki Doki School Hours OVA;6.74;1441;46;4
3809;Shirayuki Hime no Densetsu;6.74;1486;44;6
1480;Sky Girls OVA;6.74;5673;61;4
2419;Spirit of Wonder: China-san no Yuuutsu;6.74;1947;68;4
2290;Superflat Monogram;6.74;4889;44;5
175;Tokyo Underground;6.74;17920;43;6
4720;White Album;6.74;54376;49;6
1958;Wish;6.74;5321;63;2
10390;.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!;6.73;5249;46;5
2546;Alps Monogatari: Watashi no Annette;6.73;1715;49;6
10689;Appleseed XIII Remix Movie 1: Yuigon;6.74;2478;43;1
17493;Ashita Genki ni Nare!: Hanbun no Satsumaimo;6.74;365;49;1
2732;Baby Baachan;6.73;406;46;6
10490;Blood-C;6.73;118553;43;6
406;Buzzer Beater;6.73;8439;74;6
31636;Dagashi Kashi;6.73;145468;46;6
1187;DNA² OVA;6.73;8003;46;4
5945;Element Hunters;6.73;9115;71;6
7477;Fusha no Sha;6.73;453;44;1
10949;Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc;6.73;3159;46;5
31617;Ghost in the Shell: The New Movie Virtual Reality Diver;6.73;2575;66;5
6117;Gokujou!! Mecha Mote Iinchou;6.73;4162;46;6
6728;Helen Keller Monogatari: Ai to Hikari no Tenshi;6.73;285;49;1
2390;Hoshi no Kirby;6.73;10416;43;6
9362;Hyakka Ryouran: Samurai Girls Specials;6.73;15446;50;5
9495;Inochi no Chikyuu: Dioxin no Natsu;6.73;335;49;1
635;Juubee-chan: Lovely Gantai no Himitsu;6.73;11531;43;6
590;Kage kara Mamoru!;6.73;17136;46;6
6205;Kämpfer;6.73;146631;43;6
602;KO Seiki Beast Sanjuushi;6.73;1194;44;4
15347;Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki;6.73;507;44;1
3550;Midori no Makibao;6.73;488;46;6
9934;Nekogami Yaoyorozu;6.73;12486;46;6
2912;Ohayo! Spank;6.73;981;46;6
32383;Osomatsu-san Short Film Series;6.73;3051;46;5
3900;Ougon Bat;6.73;446;43;6
1296;Project A-Ko 2: Daitokuji Zaibatsu no Inbou;6.73;2876;43;4
1232;Saber Marionette R;6.73;4928;43;4
3806;Sasuga no Sarutobi;6.73;483;43;6
8542;Shin Ace wo Nerae!;6.73;562;49;6
2497;Shin Cutey Honey;6.73;3455;44;4
8635;Shin Koihime†Musou: Live Revolution;6.73;3574;50;4
2463;Shounan Bakusouzoku;6.73;423;43;4
12715;The Hakkenden: Shin Shou;6.73;1127;43;4
3915;Time Bokan;6.73;835;44;6
5833;Tondemo Senshi Muteking;6.73;243;43;6
10324;Tono to Issho: Gantai no Yabou;6.73;1993;46;6
5022;Toushi Gordian;6.73;310;43;6
1198;Tsuyokiss;6.73;13680;46;6
6878;Usavich Special;6.73;1352;44;5
497;Yami to Boushi to Hon no Tabibito;6.73;19237;44;6
2288;Akihabara Dennou-gumi;6.72;3935;44;6
9549;Alps no Shoujo Heidi: Heidi to Clara-hen;6.72;717;49;1
808;Bakuretsu Hunters OVA;6.72;3686;43;4
3232;Bannou Bunka Neko-Musume Specials;6.72;950;43;5
11017;Battle Spirits: Heroes;6.71;836;43;6
3952;Blue Seed 1.5;6.72;1326;46;4
1672;Bomberman B-Daman Bakugaiden;6.72;1419;46;6
5266;Choujuu Kishin Dancougar: God Bless Dancougar;6.72;667;43;4
4450;Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza;6.72;8496;44;5
1853;Cutey Honey F;6.72;3495;43;6
2606;Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!;6.72;7937;43;1
12347;Dirty Pair Flash 3;6.72;1450;43;4
7666;Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima;6.72;916;46;1
6028;Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou;6.72;686;46;1
225;Dragon Ball GT;6.72;226625;43;6
7364;Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun;6.72;736;43;1
10527;Duel Masters Cross;6.72;1062;43;6
4199;Entaku no Kishi Monogatari: Moero Arthur;6.72;608;44;6
3488;Genji Monogatari;6.72;2773;49;1
18989;Ghost in the Shell: Arise - Another Mission;6.72;6649;43;5
1761;Golgo 13: Queen Bee;6.72;4513;43;4
403;Hanaukyou Maid-tai;6.72;19053;46;6
1907;Harukanaru Toki no Naka de: Hachiyou Shou OVA;6.72;1352;46;4
31096;Hibike! Euphonium: Suisougaku-bu no Nichijou;6.72;12196;46;5
20391;Hidamari Sketch: Chou Hidamatsuri Special;6.72;1496;46;5
22123;Inugami-san to Nekoyama-san;6.72;35872;46;6
4119;Juushin Liger;6.72;575;43;6
31344;K: Missing Kings - Manner Movie;6.72;3235;46;1
496;Kamui no Ken;6.72;2776;44;1
23133;M3: Sono Kuroki Hagane;6.72;38301;43;6
10361;Macross F: Choujikuu Gekijou;6.72;2177;46;4
5962;Metal Fight Beyblade;6.72;13898;44;6
2733;Mobile Police Patlabor: MiniPato;6.72;1831;65;4
3641;Naisho no Tsubomi;6.72;5135;58;4
7664;Nils no Fushigi na Tabi (Movie);6.72;408;44;1
34283;Nobunaga no Shinobi Episode 0;6.74;937;46;5
1328;One Pound Gospel;6.72;1724;46;4
5529;Pokemon: Odoru Pokemon Himitsu Kichi;6.72;5846;46;1
1165;Sakura Taisen: Ouka Kenran;6.72;2890;44;4
4514;Seton Doubutsuki: Kuma no Ko Jacky;6.72;819;44;6
3668;Telepathy Shoujo Ran;6.72;5611;51;6
8314;Tentai Senshi Sunred: Short Corner;6.72;503;46;5
2282;Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning;6.72;444;55;6
2399;Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi;6.72;1239;44;4
2284;Transformers: Car Robots;6.72;2524;44;6
3963;Turn A Gundam I Movie: Earth Light;6.72;2444;43;1
4183;Uchuu Taitei God Sigma;6.72;353;43;6
6672;Video Senshi Lezarion;6.72;344;43;6
446;Weiß Kreuz Glühen;6.72;7043;43;6
29089;Yaoguai Mingdan;6.72;4388;43;3
8861;Yosuga no Sora: In Solitude, Where We Are Least Alone.;6.72;173216;49;6
1143;.hack//Intermezzo;6.71;16637;44;5
8713;Akai Ito;6.71;1648;49;5
1177;Alien 9;6.71;15425;56;4
3874;Ashita e Free Kick;6.71;1012;77;6
1670;Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi;6.71;5334;43;1
370;Burn Up Excess;6.71;6402;43;6
16119;Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou;6.71;1029;55;5
29976;Dance with Devils;6.71;38618;48;6
2769;Galactic Patrol Lensman;6.71;487;43;6
2067;Gekiganger 3: The Movie;6.71;2562;43;4
4244;Ginga Shippuu Sasuraiger;6.71;399;43;6
32011;Hakuouki: Otogisoushi;6.71;2791;51;6
28351;Hikari no Megami;6.71;2304;43;5
1839;Jagainu-kun;6.71;1012;44;6
2074;Kero Kero Chime;6.71;567;44;6
1067;Kishin Houkou Demonbane (TV);6.71;25443;43;6
7540;Kurogane no Linebarrels Specials;6.71;3681;43;5
6587;Kurokami: Intermission;6.71;4186;43;5
20723;Kyousou Giga (TV) Recaps;6.71;7322;43;5
1617;Massugu ni Ikou.;6.71;1451;46;6
1806;Master Mosquiton 99;6.71;2320;43;6
622;Natsu-iro no Sunadokei;6.71;6327;49;4
33181;Nijiiro Days OVA;6.73;4088;46;4
4795;Pokemon: Pika Pika Hoshizora Camp;6.71;10143;44;1
18781;Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri;6.71;2284;46;5
32360;Qualidea Code;6.71;56854;43;6
10308;Sengoku Otome: Momoiro Paradox;6.71;27080;43;6
4515;Seton Doubutsuki: Risu no Banner;6.71;669;49;6
14957;Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2;6.71;4982;46;5
7082;Shugo Chara! Party!;6.71;41469;46;6
2010;Taiho Shichau zo in America;6.71;2584;43;5
21201;Teekyuu 2 Specials;6.71;5666;46;5
916;Tokkou;6.71;30836;43;6
2105;Touka Gettan;6.71;13921;49;6
6883;Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro;6.71;2484;46;5
1130;Windaria;6.71;4905;43;1
6748;Yokuwakaru Gendaimahou 00;6.71;4991;46;5
3325;Yuusha Exkaiser;6.71;648;43;6
1673;Bomberman B-Daman Bakugaiden V;6.70;932;71;6
1754;Di Gi Charat Summer Special 2000;6.70;1685;46;5
1704;Eat-Man;6.70;4041;43;6
8503;Fushigi Mahou Fun Fun Pharmacy;6.70;802;58;6
2060;Gall Force 1: Eternal Story;6.70;2780;43;1
4361;Grenadier: Hohoemi no Senshi Specials;6.70;4220;46;5
2804;Hana no Mahoutsukai Mary Bell;6.70;1033;44;6
840;Narue no Sekai;6.70;11544;46;6
31848;Ojisan to Marshmallow;6.70;31005;46;6
1978;Onkyo Seimeitai Noiseman;6.70;5295;43;1
402;Otogi Juushi Akazukin OVA;6.70;1030;44;4
13799;Pokemon: Meloetta no Kirakira Recital;6.70;3937;44;1
4874;Pokemon: Pikachu no Fuyuyasumi;6.70;8135;44;4
30103;Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara;6.70;501;51;2
15781;Puchimas!: Petit iDOLM@STER Episode 0;6.70;3038;46;4
10611;R-15;6.70;53617;46;6
23;Ring ni Kakero 1;6.70;2224;43;6
23581;Romeo no Aoi Sora Specials;6.70;297;44;5
33173;Sansha Sanyou Specials;6.70;2177;46;5
472;To Heart;6.70;16757;49;6
1980;Trava: Fist Planet;6.70;8535;43;4
7839;UFO Robo Grendizer: Akai Yuuhi no Taiketsu;6.70;252;61;1
20613;Viva Namida;6.70;2376;63;2
32601;12-sai.: Chicchana Mune no Tokimeki;6.69;12768;68;6
4744;Akaneiro ni Somaru Saka;6.69;91453;46;6
10516;Anemone;6.69;2466;49;4
6533;Atarashii Sekai;6.69;1477;63;2
375;Bannou Bunka Neko-Musume (1998);6.69;4038;43;6
6511;Beast Wars Neo;6.69;1366;43;6
2801;Candy Candy: Haru no Yobigoe;6.69;967;49;1
119;Final Approach;6.69;24902;46;6
241;Girls Bravo: First Season;6.69;84395;46;6
32511;Girls und Panzer: Nihon Senshadou Renmei News;6.69;1134;46;5
3190;Guitar wo Motta Shounen: Kikaider vs. Inazuman;6.69;678;71;5
2211;Jumping;6.69;2341;44;1
1572;Jungle Taitei;6.69;3067;44;6
1658;Karakuri no Kimi;6.69;2884;43;4
10076;Kämpfer für die Liebe;6.69;37047;43;5
412;Kore ga Watashi no Goshujinsama;6.69;57646;46;6
1810;Kyoushirou to Towa no Sora;6.69;28280;49;6
9936;Maken-Ki!;6.69;104182;43;6
7103;Miracle☆Train: Oedo-sen e Youkoso;6.69;13898;51;6
2456;Mori no Densetsu;6.69;1032;44;1
9774;Morita-san wa Mukuchi;6.69;6636;46;4
4112;Mouse and His Child;6.69;211;44;1
4961;Mushrambo (2008);6.69;831;43;4
1350;Parasite Dolls;6.69;6156;43;4
6428;Psychoarmor Govarian;6.69;352;43;6
14921;RDG: Red Data Girl;6.69;67100;51;6
5636;RESTOL: Special Rescue Team;6.69;284;43;6
31716;Rewrite;6.69;71545;43;6
10073;Seikon no Qwaser II;6.69;64168;43;6
1005;Star Ocean EX;6.69;9024;44;6
979;Street Fighter Zero The Animation;6.69;10118;43;1
22335;Teekyuu 3 Specials;6.69;4932;46;5
925;Transformers Headmasters;6.69;1768;44;6
744;Trouble Chocolate;6.69;2747;46;6
6137;Tsuki no Waltz;6.69;1499;63;2
7160;Yoroshiku Mechadock;6.69;346;43;6
3812;Yume no Hoshi no Button Nose;6.69;400;44;6
3003;Yumedamaya Kidan;6.69;1957;49;5
2356;Amon: Devilman Mokushiroku;6.68;7706;48;4
10693;Appleseed XIII Remix Movie 2: Yogen;6.68;2423;43;1
16518;Arata Kangatari;6.68;38819;44;6
32866;Brave Witches;6.68;19544;43;6
11103;Busou Shinki Moon Angel;6.68;9743;43;3
6383;Chargeman Ken!;6.68;427;43;6
289;Comic Party;6.68;12988;46;6
706;Comic Party Revolution;6.68;6690;46;6
1676;Cosmo Warrior Zero;6.68;2613;43;6
1661;Cutey Honey;6.68;6596;43;6
1178;Detonator Orgun;6.68;2809;43;4
11385;Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi;6.68;11963;43;6
365;Fake;6.68;10926;46;4
29255;Ghost in the Shell Arise Episode: [.jp];6.68;2209;43;5
7112;Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars;6.68;1062;49;1
31675;Haikyuu!! Quest Picture Drama;6.68;3297;46;4
19255;Hyakka Ryouran: Samurai Bride Specials;6.68;6337;46;5
1694;iDOLM@STER Xenoglossia;6.68;15338;43;6
17831;Inu to Hasami wa Tsukaiyou;6.68;69526;46;6
23711;Kakumei no Wakaki Sora;6.68;379;49;4
7875;Kanokon: Manatsu no Dai Shanikusai Specials;6.68;10513;50;5
10016;Kizuna Ichigeki;6.68;4128;46;1
2568;Kojika Monogatari;6.68;291;49;6
9754;Kuragehime: Eiyuu Retsuden☆;6.68;9748;46;5
4439;Kurenai Sanshirou;6.68;603;43;6
6796;Kyuukyoku Choujin R;6.68;492;46;4
3823;Little Lulu to Chicchai Nakama;6.68;363;46;6
21451;Nihonbashi Koukashita R Keikaku;6.68;1325;63;2
11083;Nurarihyon no Mago: Sennen Makyou Recaps;6.68;7095;43;5
5957;Nyoro-n Churuya-san;6.68;21340;46;3
12671;Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi;6.68;14498;43;1
8438;Pokemon Ranger: Hikari no Kiseki;6.68;4770;44;5
4794;Pokemon: Pikachu no Dokidoki Kakurenbo;6.68;7539;44;1
564;Puni Puni☆Poemii;6.68;21987;46;4
21497;Sengoku Musou SP: Sanada no Shou;6.68;3804;43;5
12267;Takara-sagashi;6.68;533;44;1
2686;Tetsujin 28-gou;6.68;1194;44;6
33341;Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi;6.68;9248;44;6
8108;Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!;6.68;1028;44;1
7568;Umineko no Naku Koro ni Specials;6.68;10913;46;5
1986;Wakusei Robo Danguard Ace;6.68;488;61;6
155;X/1999;6.68;23038;43;1
2729;X²: Double X;6.68;2976;49;2
3295;Yatterman;6.68;2169;44;6
1894;Yu☆Gi☆Oh!: Hikari no Pyramid;6.68;37398;44;1
20533;Z/X: Ignition;6.68;24788;44;6
2028;Zettai Muteki Raijin-Oh (1992);6.68;224;61;4
4469;.hack//G.U. Trilogy: Parody Mode;6.67;7952;46;5
2041;Ai to Yuuki no Pig Girl Tonde Buurin;6.67;6183;44;6
9548;Alps no Shoujo Heidi: Alm no Yama-hen;6.67;724;49;1
591;Amaenaide yo!!;6.67;48939;46;6
1348;Bubblegum Crash;6.67;4826;43;4
31048;Burenai Ai de;6.67;522;63;2
33360;Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e Picture Drama;6.66;1732;46;5
5147;Comic Party Revolution OVA;6.67;2237;46;4
1153;Crying Freeman;6.67;4747;43;4
7775;Futatsu no Kurumi;6.67;552;49;5
10118;Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi;6.67;378;44;3
5276;Happy Happy Clover;6.67;623;46;6
33421;Hitori no Shita: The Outcast;6.67;36343;43;6
11101;Honoo no Alpenrose;6.67;229;49;4
1085;Interlude;6.67;7573;44;4
3436;Meme Iroiro Yume no Tabi;6.67;317;44;6
1062;Nekojiru Gekijou Jirujiru Original;6.67;6303;43;6
2710;Nintama Rantarou Movie;6.67;258;46;1
10886;Nurarihyon no Mago: Jump Super Anime Tour Special;6.67;4076;43;5
6609;Pucca (2006);6.67;4425;46;6
5288;RahXephon Specials;6.67;2566;43;5
197;Rizelmine;6.67;16672;46;6
31593;Rokka no Yuusha Picture Drama;6.68;3912;43;5
3735;Ryuuseiki Gakusaver;6.67;547;43;4
9916;Samurai Giants;6.67;319;77;6
28283;Sengoku Musou;6.67;13272;43;6
1012;Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials;6.67;1029;46;5
3410;Sky Girls Specials;6.67;3008;46;5
9494;Soukyuu no Fafner: Arcadian Memory;6.67;1723;43;4
13679;Tottoko Hamtarou Hai!;6.67;1616;44;6
30437;Wakako-zake;6.67;18933;72;6
8598;Yuki;6.67;408;44;1
24751;Akuma no Riddle: Shousha wa Dare? Nukiuchi Test;6.66;19147;43;5
3800;Arrow Emblem Grand Prix no Taka;6.66;820;45;6
31387;Aru Hi Inu no Kuni kara Tegami ga Kite;6.66;1302;49;4
3081;Attacker You!;6.66;2733;43;6
1185;Battle Athletess Daiundoukai;6.66;3115;43;4
3389;Bus Gamer;6.66;20550;43;6
5189;Chou Tokkyuu Hikarian;6.66;337;43;6
3035;Chouon Senshi Borgman;6.66;947;43;6
2696;Crusher Joe (1989);6.66;1279;43;4
21599;Fight Ippatsu! Juuden-chan!! OVA;6.66;1285;46;4
7744;Fight Ippatsu! Juuden-chan!! Specials;6.66;4700;46;5
3185;Fortune Quest L;6.66;845;44;6
11307;Ginga Patrol PJ;6.66;316;49;6
10187;HenSemi (TV);6.66;27878;46;6
10338;Honto ni Atta! Reibai Sensei;6.66;5082;46;6
32214;Koukaku no Pandora;6.66;25545;43;6
2895;Kujiratori;6.66;1572;44;1
3054;La Seine no Hoshi;6.66;964;44;6
12661;Light Lag;6.66;891;63;2
3391;Maicching Machiko-sensei;6.66;891;46;6
4640;Maroko;6.66;353;46;1
32446;MONSTER GENERATiON;6.66;468;63;2
30757;Monster Strike;6.66;7089;43;3
31144;Mottainai;6.66;2234;75;5
31621;Ooyasan wa Shishunki!;6.66;24131;46;6
682;Otogi Story Tenshi no Shippo;6.66;9099;46;6
438;Phantom The Animation;6.66;9285;43;4
16680;Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei;6.65;12517;43;1
8709;Pokemon: Pikachu Koori no Daibouken;6.66;3447;44;5
10916;Pokemon: Pikachu no Fuyuyasumi (2000);6.67;4379;44;4
25867;Rolling☆Girls;6.66;48310;43;6
27741;Shounen Hollywood: Holly Stage for 50;6.66;3800;63;6
10384;Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries;6.66;5125;46;3
2766;Super Doll Licca-chan;6.66;1826;44;6
18799;Take Your Way;6.66;1387;43;2
